"","Std Sample Name","GSM ID","Primary Name","Study","Number of Read Pairs","Bio-rep","Pulldown or HiC","Restriction Enzyme","Cell Name","Cell Type","Organ","Biomaterial","Disease","5kb FC Loops (Unfiltered)","10kb FC Loops (Unfiltered)","25kb FC Loops (Unfiltered)","5kb FC Loops (Filtered)","10kb FC Loops (Filtered)","25kb FC Loops (Filtered)","5kb FH Loops (Unfiltered)","10kb FH Loops (Unfiltered)","25kb FH Loops (Unfiltered)","5kb FH Loops (Filtered)","10kb FH Loops (Filtered)","25kb FH Loops (Filtered)","5kb HiCCUPs Loops","10kb HiCCUPs Loops","25kb HiCCUPs Loops","1kb HiC Loops","5kb HiC Loops","5kb FC Longrange (Unfiltered)","10kb FC Longrange (Unfiltered)","25kb FC Longrange (Unfiltered)","5kb FC Longrange (Filtered)","10kb FC Longrange (Filtered)","25kb FC Longrange (Filtered)","5kb FH Longrange (Unfiltered)","10kb FH Longrange (Unfiltered)","25kb FH Longrange (Unfiltered)","5kb FH Longrange (Filtered)","10kb FH Longrange (Filtered)","25kb FH Longrange (Filtered)","5kb HiCCUPs Longrange","10kb HiCCUPs Longrange","25kb HiCCUPs Longrange","1kb HiC Longrange","5kb HiC Longrange","CP Peak Number","FH Peak Number","CP Peak BigBed","FH Peak BigBed","UUID","5kb FC QC Status (Unfiltered)","10kb FC QC Status (Unfiltered)","25kb FC QC Status (Unfiltered)","5kb FC QC Status (Filtered)","10kb FC QC Status (Filtered)","25kb FC QC Status (Filtered)","5kb FH QC Status (Unfiltered)","10kb FH QC Status (Unfiltered)","25kb FH QC Status (Unfiltered)","5kb FH QC Status (Filtered)","10kb FH QC Status (Filtered)","25kb FH QC Status (Filtered)","5kb HiCCUPs QC Status","10kb HiCCUPs QC Status","25kb HiCCUPs QC Status"
"","HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.biorep_merged","GSM4585328","HeLa-S3-shBHLHE40 (merged)","Hu et al., 2020","394,535,192","2","CTCF","MboI","CTCF_shBHLHE40_HiChIP_rep2,HeLa-S3 cells, CTCF_shBHLHE40_HiChIP","Undetermined","Uterus","Cell Line","Undetermined","2736","13201","60907","2048","8394","27319","1593","9086","46400","1265","6086","22268","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.biorep_merged.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.biorep_merged.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.biorep_merged.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.biorep_merged.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.biorep_merged.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/HeLa-S3-shBHLHE40.GSE137849.Homo_Sapiens.CTCF.biorep_merged.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","134593","48547","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","b3e748e6-b3df-43a2-b84a-7b7099b3c1a7","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","U3031-GBM.GSE217349.Homo_Sapiens.H3K4me3.b1","GSM6715253","U3031-GBM","Chakraborty et al., 2023","102,071,136","1","H3K4me3","Arima","U3031, cells, GBM (HiChIP)","GBM","Undetermined","Cell Line","Undetermined","2681","14577","61921","2080","9746","29030","407","1786","7283","327","1326","4583","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/U3031-GBM.GSE217349.Homo_Sapiens.H3K4me3.b1.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/U3031-GBM.GSE217349.Homo_Sapiens.H3K4me3.b1.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/U3031-GBM.GSE217349.Homo_Sapiens.H3K4me3.b1.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/U3031-GBM.GSE217349.Homo_Sapiens.H3K4me3.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/U3031-GBM.GSE217349.Homo_Sapiens.H3K4me3.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/U3031-GBM.GSE217349.Homo_Sapiens.H3K4me3.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","105136","5904","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","4cffd175-b95d-4746-8a1f-a8060820da4e","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","VCP65.GSE162068.Homo_Sapiens.H3K27ac.b1","GSM4932592","VCP65","Pozner et al., 2023","87,316,709","1","H3K27ac","MboI","VCP65_2 (HiChIP)","Undetermined","Kidney","Cell Line","Undetermined","2644","4784","9987","1936","3291","6452","696","2174","6709","564","1652","4573","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/VCP65.GSE162068.Homo_Sapiens.H3K27ac.b1.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/VCP65.GSE162068.Homo_Sapiens.H3K27ac.b1.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/VCP65.GSE162068.Homo_Sapiens.H3K27ac.b1.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/VCP65.GSE162068.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/VCP65.GSE162068.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/VCP65.GSE162068.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","110627","41368","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","20c8056a-335b-46fd-8ff9-ddeb5d0f5eea","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","LNCaP.GSE235245.Homo_Sapiens.H3K27ac.b2","GSM7497614","LNCaP","Armaos et al., 2023","234,947,462","2","H3K27ac","MboI","LNCaP, H3K27ac ,HiChIP, rep2","Human prostate adenocarcinoma","Prostate","Cell Line","Prostate Carcinoma","2624","4284","8456","2029","3056","5689","951","2057","5857","788","1598","4196","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/LNCaP.GSE235245.Homo_Sapiens.H3K27ac.b2.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/LNCaP.GSE235245.Homo_Sapiens.H3K27ac.b2.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/LNCaP.GSE235245.Homo_Sapiens.H3K27ac.b2.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LNCaP.GSE235245.Homo_Sapiens.H3K27ac.b2.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LNCaP.GSE235245.Homo_Sapiens.H3K27ac.b2.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LNCaP.GSE235245.Homo_Sapiens.H3K27ac.b2.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","128419","47157","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","738c6468-618a-46df-a772-b47bf0ece757","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.biorep_merged","GSM3032897","OCI-AML3-WT (merged)","Smith et al., 2020","421,657,545","2","CTCF","MboI","HiChIP_WT_CTCF_Bio1,HiChIP_WT_CTCF_Bio2","Early Monocycte/Macrophages","Immune-associated","Cell Line","Undetermined","2519","59810","294027","1971","30136","88027","196","3565","19064","173","2385","9600","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.biorep_merged.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.biorep_merged.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.biorep_merged.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.biorep_merged.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.biorep_merged.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/OCI-AML3-WT.GSE111537.Homo_Sapiens.CTCF.biorep_merged.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","116336","2200","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","b0a4df01-f8ae-4081-895b-76225e2412f3","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","LHSAR.GSE235245.Homo_Sapiens.H3K27ac.b3","GSM7497620","LHSAR","Armaos et al., 2023","74,600,907","3","H3K27ac","MboI","LHSAR, H3K27ac ,HiChIP, rep3","prostate epithelial cells","Prostate","Cell Line","Undetermined","2514","4396","8238","1686","2796","5063","687","1680","4590","520","1180","3182","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/LHSAR.GSE235245.Homo_Sapiens.H3K27ac.b3.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/LHSAR.GSE235245.Homo_Sapiens.H3K27ac.b3.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/LHSAR.GSE235245.Homo_Sapiens.H3K27ac.b3.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LHSAR.GSE235245.Homo_Sapiens.H3K27ac.b3.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LHSAR.GSE235245.Homo_Sapiens.H3K27ac.b3.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/LHSAR.GSE235245.Homo_Sapiens.H3K27ac.b3.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","92925","38279","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","c0f8f289-27c5-4430-8f30-e0d6f1828a21","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1","GSM4763885","MDA-MB-453-DMSO","Watt et al., 2021","87,299,588","1","H3K27ac","MboI","MDA-MB-453 DMSO","Undetermined","Mammary Gland","Cell Line","Undetermined","2352","5972","15306","1514","3710","8527","509","1450","3925","344","903","2549","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/MDA-MB-453-DMSO.GSE157381.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","40497","9073","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","44f2cc41-0296-488b-af15-bdb1361e575b","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1","GSM4089776","HeLa-S3-shcontrol","Hu et al., 2020","265,369,901","1","CTCF","MboI","HeLa-S3 cells, CTCF_shcontrol_HiChIP","Undetermined","Uterus","Cell Line","Undetermined","2337","5831","17193","1921","4389","10374","1993","5459","17289","1654","4148","10446","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/HeLa-S3-shcontrol.GSE137849.Homo_Sapiens.CTCF.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","156108","119315","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","39213816-783c-4033-bb91-5a22f17a3bf2","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","NF_5.GSE165303.Homo_Sapiens.H3K27ac.b1","GSM5029721","NF_5","Feng et al., 2022","229,818,122","1","H3K27ac","Arima","NF-5_HiChIP","Undetermined","Heart","Under Review","Undetermined","2328","10235","33527","1851","6645","15235","0","0","0","-1","-1","-1","1146","2915","3723","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/NF_5.GSE165303.Homo_Sapiens.H3K27ac.b1.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/NF_5.GSE165303.Homo_Sapiens.H3K27ac.b1.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/NF_5.GSE165303.Homo_Sapiens.H3K27ac.b1.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","Currently Unavailable","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hiccups/NF_5.GSE165303.Homo_Sapiens.H3K27ac.b1.5000.hiccups.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hiccups/NF_5.GSE165303.Homo_Sapiens.H3K27ac.b1.10000.hiccups.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hiccups/NF_5.GSE165303.Homo_Sapiens.H3K27ac.b1.25000.hiccups.longrange.bed.gz","N/A","N/A","115160","127","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","ada6de72-9266-41c2-9523-320c2ec493ee","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Poor","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","TBD","TBD","TBD"
"","Nonclassical_Monocyte_1800.phs001703v4p1.Homo_Sapiens.H3K27ac.b1","","Nonclassical_Monocyte_1800","Schmiedel et al., 2021","425,740,969","1","H3K27ac","MboI","Undetermined","Undetermined","Undetermined","Under Review","Undetermined","2276","4169","9898","1488","2618","5340","74","314","1778","66","272","1308","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/Nonclassical_Monocyte_1800.phs001703v4p1.Homo_Sapiens.H3K27ac.b1.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/Nonclassical_Monocyte_1800.phs001703v4p1.Homo_Sapiens.H3K27ac.b1.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/Nonclassical_Monocyte_1800.phs001703v4p1.Homo_Sapiens.H3K27ac.b1.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Nonclassical_Monocyte_1800.phs001703v4p1.Homo_Sapiens.H3K27ac.b1.5000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Nonclassical_Monocyte_1800.phs001703v4p1.Homo_Sapiens.H3K27ac.b1.10000.fithichip_hp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/hichip/fithichip-utility/stringent/Nonclassical_Monocyte_1800.phs001703v4p1.Homo_Sapiens.H3K27ac.b1.25000.fithichip_hp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","169621","11801","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","969d07b2-b6b5-4a3f-81d1-b0ddfb196fc1","Warning","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Warning","Warning","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
"","Hela-S3-OE.GSE108869.Homo_Sapiens.CTCF.biorep_merged","GSM2974088","Hela-S3-OE (merged)","Li et al., 2019","586,882,279","2","CTCF","MboI","CTCF-s_OE_CTCF-HiChIP_rep1,CTCF-s_OE_CTCF-HiChIP_rep2","Undetermined","Uterus","Cell Line","Undetermined","2223","26941","168562","1757","16129","64814","0","0","0","-1","-1","-1","-1","-1","-1","-1","-1","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/Hela-S3-OE.GSE108869.Homo_Sapiens.CTCF.biorep_merged.5000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/Hela-S3-OE.GSE108869.Homo_Sapiens.CTCF.biorep_merged.10000.fithichip_cp.longrange.bed.gz","https://loopcatalog.lji.org/storage2/release-0.1/hub/hg38/loops/hichip/chip-seq/macs2/stringent/Hela-S3-OE.GSE108869.Homo_Sapiens.CTCF.biorep_merged.25000.fithichip_cp.longrange.bed.gz","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Currently Unavailable","Currently Unavailable","Currently Unavailable","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A","N/A","N/A","148577","62","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","4f5de454-89c4-4bd8-8d42-bee1b6da5225","Good","Good","Good","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Poor","Poor","Poor","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","Debug-Within-Javascript-Probably","N/A","N/A","N/A"
